date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:16:20	170773/170773	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2010:49:46%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/blog/inner_b1.jpg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/blog/inner_b1.jpg	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:21	259405/259405	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2010:49:47%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/blog/inner_b2.jpg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/blog/inner_b2.jpg	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:22	149738/149738	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2010:49:49%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/blog/inner_b3.jpg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/blog/inner_b3.jpg	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:22	1077/1077	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:51:50%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/icon/send-mail.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/icon/send-mail.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:24	14178/14178	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:48:48%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/footer-bg.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/footer-bg.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:25	16969/16969	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:50:07%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/blog/s-blogimg-01.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/blog/s-blogimg-01.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:26	15150/15150	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:50:09%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/blog/s-blogimg-02.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/blog/s-blogimg-02.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:27	6460/6460	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:52:06%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/logo/f_logo.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/logo/f_logo.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:28	8636/8636	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:53:22%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/vendor/modernizr-3.5.0.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/vendor/modernizr-3.5.0.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:30	288528/288528	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:53:24%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/vendor/jquery-3.6.0.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/vendor/jquery-3.6.0.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:31	19188/19188	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:56%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/popper.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/popper.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:32	60089/60089	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:41%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/bootstrap.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/bootstrap.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:33	42863/42863	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:59%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/slick.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/slick.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:34	1202/1202	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:39%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/ajax-form.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/ajax-form.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:36	8806/8806	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:54%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/paroller.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/paroller.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:37	8415/8415	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:45:00%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/wow.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/wow.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:39	35503/35503	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:50%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/js_isotope.pkgd.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/js_isotope.pkgd.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:40	8113/8113	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:43%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/imagesloaded.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/imagesloaded.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:41	12293/12293	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:53%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/parallax.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/parallax.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:42	8833/8833	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:48%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/jquery.waypoints.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:43	1067/1067	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:44%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/jquery.counterup.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/jquery.counterup.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:44	2035/2035	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:47%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/jquery.scrollUp.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/jquery.scrollUp.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:45	4019/4019	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:46%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/jquery.meanmenu.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/jquery.meanmenu.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:46	9117/9117	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:52%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/parallax-scroll.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/parallax-scroll.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:47	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:45%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/jquery.magnific-popup.min.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:48	1451/1451	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:41%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/element-in-view.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/element-in-view.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:50	12369/12369	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20May%202023%2010:44:49%20GMT	https://htmldemo.zcubethemes.com/qeducato/js/main.js	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/js/main.js	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:51	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:46:29%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.eot	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:16:52	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:46:29%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:16:53	74652/74652	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20May%202023%2010:46:34%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.woff2	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:16:54	87644/87644	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20May%202023%2010:46:33%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.woff	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:16:56	129428/129428	---M--	200	added ('OK')	font/ttf	date:Sat,%2020%20May%202023%2010:46:32%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.ttf	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:16:58	691747/691747	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2020%20May%202023%2010:46:30%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-brands-400.svg	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:16:59	495858/495858	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:46:37%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.eot	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.eot	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:00	495858/495858	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:46:37%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.eot?	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900d41d.eot	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:00	163828/163828	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20May%202023%2010:46:45%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.woff2	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:01	231716/231716	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20May%202023%2010:46:45%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.woff	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.woff	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:03	495560/495560	---M--	200	added ('OK')	font/ttf	date:Sat,%2020%20May%202023%2010:46:42%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.ttf	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:05	2228207/2228207	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2020%20May%202023%2010:46:41%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.svg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-duotone-900.svg	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:05	429282/429282	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:46:49%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.eot	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.eot	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:06	429282/429282	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:46:49%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.eot?	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300d41d.eot	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:07	164724/164724	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20May%202023%2010:47:00%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.woff2	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.woff2	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:08	218232/218232	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20May%202023%2010:46:57%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.woff	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.woff	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:10	429000/429000	---M--	200	added ('OK')	font/ttf	date:Sat,%2020%20May%202023%2010:46:53%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.ttf	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.ttf	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:11	2066643/2066643	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2020%20May%202023%2010:47:01%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.svg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-light-300.svg	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:12	397226/397226	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:47:04%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.eot	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:13	397226/397226	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:47:04%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:13	152192/152192	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20May%202023%2010:47:12%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.woff2	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:14	201232/201232	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20May%202023%2010:47:15%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.woff	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:16	396932/396932	---M--	200	added ('OK')	font/ttf	date:Sat,%2020%20May%202023%2010:47:08%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.ttf	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:18	1856858/1856858	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2020%20May%202023%2010:47:07%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-regular-400.svg	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:18	338998/338998	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:47:16%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.eot	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:19	338998/338998	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:47:16%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900d41d.eot	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:20	123132/123132	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20May%202023%2010:47:24%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.woff2	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:21	164092/164092	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20May%202023%2010:47:23%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.woff	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:23	338716/338716	---M--	200	added ('OK')	font/ttf	date:Sat,%2020%20May%202023%2010:47:20%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.ttf	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:24	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:44:04%20GMT	https://htmldemo.zcubethemes.com/qeducato/fonts/dripicons-v2.eot	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fonts/dripicons-v2.eot	(from https://htmldemo.zcubethemes.com/qeducato/css/dripicons.css)
15:17:25	1514715/1514715	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2020%20May%202023%2010:47:21%20GMT	https://htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fontawesome/webfonts/fa-solid-900.svg	(from https://htmldemo.zcubethemes.com/qeducato/fontawesome/css/all.min.css)
15:17:26	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20May%202023%2010:44:04%20GMT	https://htmldemo.zcubethemes.com/qeducato/fonts/dripicons-v2.eot?	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fonts/dripicons-v2d41d.eot	(from https://htmldemo.zcubethemes.com/qeducato/css/dripicons.css)
15:17:27	26004/26004	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20May%202023%2010:44:08%20GMT	https://htmldemo.zcubethemes.com/qeducato/fonts/dripicons-v2.woff	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fonts/dripicons-v2.woff	(from https://htmldemo.zcubethemes.com/qeducato/css/dripicons.css)
15:17:29	40348/40348	---M--	200	added ('OK')	font/ttf	date:Sat,%2020%20May%202023%2010:44:07%20GMT	https://htmldemo.zcubethemes.com/qeducato/fonts/dripicons-v2.ttf	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fonts/dripicons-v2.ttf	(from https://htmldemo.zcubethemes.com/qeducato/css/dripicons.css)
15:17:30	99368/99368	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2020%20May%202023%2010:44:05%20GMT	https://htmldemo.zcubethemes.com/qeducato/fonts/dripicons-v2.svg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/fonts/dripicons-v2.svg	(from https://htmldemo.zcubethemes.com/qeducato/css/dripicons.css)
15:17:31	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2013%20Aug%202022%2009:24:09%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/active-dote.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/active-dote.8f.delayed	(from https://htmldemo.zcubethemes.com/qeducato/css/style.css)
15:17:32	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2013%20Aug%202022%2009:24:09%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/dote.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/dote.90.delayed	(from https://htmldemo.zcubethemes.com/qeducato/css/style.css)
15:17:33	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2013%20Aug%202022%2009:24:09%20GMT	https://htmldemo.zcubethemes.com/qeducato/images/quote_bg.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/images/quote_bg.91.delayed	(from https://htmldemo.zcubethemes.com/qeducato/css/style.css)
15:17:34	4274/4274	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:48:55%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/slider_shape01.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/slider_shape01.png	(from https://htmldemo.zcubethemes.com/qeducato/index-2.html)
15:17:36	2022/2022	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:48:59%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/slider_shape02.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/slider_shape02.png	(from https://htmldemo.zcubethemes.com/qeducato/index-2.html)
15:17:37	8198/8198	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:49:00%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/slider_shape03.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/slider_shape03.png	(from https://htmldemo.zcubethemes.com/qeducato/index-2.html)
15:17:38	1974/1974	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:49:00%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/slider_shape04.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/slider_shape04.png	(from https://htmldemo.zcubethemes.com/qeducato/index-2.html)
15:17:41	1260485/1260485	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:52:37%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/slider/slider_img02.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/slider/slider_img02.png	(from https://htmldemo.zcubethemes.com/qeducato/index-2.html)
15:17:41	1708/1708	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:51:53%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/icon/sve-icon1.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/icon/sve-icon1.png	(from https://htmldemo.zcubethemes.com/qeducato/index-2.html)
15:17:42	1086527/1086527	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:48:49%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/feature-bg.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/feature-bg.png	(from https://htmldemo.zcubethemes.com/qeducato/index-2.html)
15:17:42	2997/2997	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:51:56%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/icon/sve-icon2.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/icon/sve-icon2.png	(from https://htmldemo.zcubethemes.com/qeducato/index-2.html)
15:17:43	1477/1477	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:51:57%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/icon/sve-icon3.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/icon/sve-icon3.png	(from https://htmldemo.zcubethemes.com/qeducato/index-2.html)
